what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115771934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115774077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115779893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115790879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115799821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115799982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363115809389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115817804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115822558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115841774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115849393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115867998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115868173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363115896195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363115896348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363115896516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363115896659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363115896917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363115912859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115917792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115924612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115927164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115934227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363115948357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115952456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115963305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115975940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115978197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115988860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115989012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115991651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363115992857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363116001280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363116001808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363116003723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363116018047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363116023926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363116035424
